ID,Text,Cit_ID,Regulation,Regulator
279,"Paragraph (1) shall apply if— in the course of performing duties delegated to it by a State or district attorney under the contract, the private entity referred to in subparagraph (B)— includes as part of an initial written communication with an alleged offender a clear and conspicuous statement that— if the alleged offender notifies the private entity or the district attorney in writing, not later than 30 days after being contacted for the first time pursuant to clause (iv), that there is a dispute pursuant to this subsection, before further restitution efforts are pursued, the district attorney or an employee of the district attorney authorized to make such a determination makes a determination that there is probable cause to believe that a crime has been committed; and",USC:15:!41:1692p:a:2:C:v:III,FDCPA,USC
280,"Paragraph (1) shall apply if— in the course of performing duties delegated to it by a State or district attorney under the contract, the private entity referred to in subparagraph (B)— charges only fees in connection with services under the contract that have been authorized by the contract with the State or district attorney.",USC:15:!41:1692p:a:2:C:vi,FDCPA,USC
281,"A check is described in this subsection if the check involves, or is subsequently found to involve— a postdated check presented in connection with a payday loan, or other similar transaction, where the payee of the check knew that the issuer had insufficient funds at the time the check was made, drawn, or delivered;",USC:15:!41:1692p:b:1,FDCPA,USC
282,"A check is described in this subsection if the check involves, or is subsequently found to involve— a stop payment order where the issuer acted in good faith and with reasonable cause in stopping payment on the check;",USC:15:!41:1692p:b:2,FDCPA,USC
283,"A check is described in this subsection if the check involves, or is subsequently found to involve— a check dishonored because of an adjustment to the issuer’s account by the financial institution holding such account without providing notice to the person at the time the check was made, drawn, or delivered;",USC:15:!41:1692p:b:3,FDCPA,USC
284,"A check is described in this subsection if the check involves, or is subsequently found to involve— a check for partial payment of a debt where the payee had previously accepted partial payment for such debt;",USC:15:!41:1692p:b:4,FDCPA,USC
285,"A check is described in this subsection if the check involves, or is subsequently found to involve— a check issued by a person who was not competent, or was not of legal age, to enter into a legal contractual obligation at the time the check was made, drawn, or delivered; or",USC:15:!41:1692p:b:5,FDCPA,USC
286,"A check is described in this subsection if the check involves, or is subsequently found to involve— a check issued to pay an obligation arising from a transaction that was illegal in the jurisdiction of the State or district attorney at the time the check was made, drawn, or delivered.",USC:15:!41:1692p:b:6,FDCPA,USC
287,"For purposes of this section, the following definitions shall apply: The term “State or district attorney” means the chief elected or appointed prosecuting attorney in a district, county (as defined in section 2 of title 1 ), municipality, or comparable jurisdiction, including State attorneys general who act as chief elected or appointed prosecuting attorneys in a district, county (as so defined), municipality or comparable jurisdiction, who may be referred to by a variety of titles such as district attorneys, prosecuting attorneys, commonwealth’s attorneys, solicitors, county attorneys, and state’s attorneys, and who are responsible for the prosecution of State crimes and violations of jurisdiction-specific local ordinances.",USC:15:!41:1692p:c:1,FDCPA,USC
288,"For purposes of this section, the following definitions shall apply: The term “check” has the same meaning as in section 5002(6) of title 12 .",USC:15:!41:1692p:c:2,FDCPA,USC
289,"For purposes of this section, the following definitions shall apply: The term “bad check violation” means a violation of the applicable State criminal law relating to the writing of dishonored checks.",USC:15:!41:1692p:c:3,FDCPA,USC
